CENSUS_TRACT_GEOID,COUNTY,STATE,tract_fips,poverty_2020,poverty_2022,poverty_change_20_22,income_2020,income_2022,income_change_20_22,unemployment_2020,unemployment_2022,unemployment_change_20_22,education_2020,education_2022,education_change_20_22,housing_burden_2020,housing_burden_2022,housing_burden_change_20_22,no_vehicle_2020,no_vehicle_2022,no_vehicle_change_20_22,food_access_population_2020,food_access_population_2022,food_access_population_change_20_22,uninsured_2020,uninsured_2022,uninsured_change_20_22,disability_2020,disability_2022,disability_change_20_22,broadband_2020,broadband_2022,broadband_change_20_22
6071000503,San Bernardino County,California,6071000503,8.7,10.8,2.1,76596.0,81156,4560.0,6.1,5.5,-0.6,22.4,25.3,2.9,31.1,28.6,-2.5,1.7,3.4,1.7,23.33,23.5,0.17,12.9,9.4,-3.5,7.7,7.6,-0.1,91.5,87.3,-4.2
6071000504,San Bernardino County,California,6071000504,2.5,2.1,-0.4,100039.0,115625,15586.0,1.5,5.0,3.5,24.0,28.8,4.8,24.8,25.3,0.5,3.5,4.4,0.9,88.36,88.85,0.49,3.8,2.4,-1.4,11.5,11.9,0.4,90.0,92.6,2.6
6071000603,San Bernardino County,California,6071000603,7.0,5.4,-1.6,85110.0,90800,5690.0,6.0,5.6,-0.4,18.3,22.2,3.9,31.6,24.2,-7.4,2.6,3.9,1.3,5.2,0.0,-5.2,16.0,16.1,0.1,9.7,12.5,2.8,89.8,90.1,0.3
6071000604,San Bernardino County,California,6071000604,6.0,7.8,1.8,69813.0,84138,14325.0,4.5,3.4,-1.1,16.4,24.6,8.2,18.2,22.2,4.0,4.1,1.5,-2.6,13.2,11.46,-1.74,14.9,9.1,-5.8,7.2,9.9,2.7,91.7,94.7,3.0
6071000605,San Bernardino County,California,6071000605,15.5,14.0,-1.5,50372.0,61098,10726.0,6.0,4.0,-2.0,4.5,8.4,3.9,55.8,42.6,-13.2,5.0,6.3,1.3,67.96,67.17,-0.79,14.9,16.3,1.4,7.7,10.8,3.1,73.2,77.6,4.4
6071000606,San Bernardino County,California,6071000606,7.9,12.7,4.8,67902.0,73889,5987.0,5.6,4.5,-1.1,28.3,26.1,-2.2,41.4,40.6,-0.8,4.7,5.2,0.5,26.41,23.76,-2.65,12.5,14.1,1.6,6.0,6.1,0.1,93.2,94.6,1.4
6071000804,San Bernardino County,California,6071000804,3.7,8.1,4.4,93990.0,133250,39260.0,2.2,2.1,-0.1,44.8,53.6,8.8,19.9,17.5,-2.4,0.4,2.1,1.7,100.0,98.13,-1.87,10.6,9.3,-1.3,10.1,10.3,0.2,98.3,99.3,1.0
6071000808,San Bernardino County,California,6071000808,6.6,8.0,1.4,85350.0,94621,9271.0,5.2,7.8,2.6,20.7,26.0,5.3,27.2,22.9,-4.3,0.0,0.6,0.6,65.01,69.66,4.65,9.9,9.0,-0.9,13.7,12.3,-1.4,91.1,95.3,4.2
6071000814,San Bernardino County,California,6071000814,2.8,2.1,-0.7,136250.0,156932,20682.0,3.1,4.0,0.9,45.9,45.6,-0.3,11.4,5.4,-6.0,2.3,2.4,0.1,100.0,100.0,0.0,0.6,0.5,-0.1,10.4,11.8,1.4,95.9,97.8,1.9
6071000815,San Bernardino County,California,6071000815,1.6,5.3,3.7,146917.0,143343,-3574.0,5.4,3.7,-1.7,45.7,43.3,-2.4,8.3,17.3,9.0,0.0,1.2,1.2,52.44,54.28,1.84,1.7,1.9,0.2,8.8,10.3,1.5,93.6,98.1,4.5
6071000816,San Bernardino County,California,6071000816,9.5,11.2,1.7,133929.0,130521,-3408.0,8.3,10.7,2.4,38.0,41.2,3.2,20.8,22.8,2.0,2.6,4.4,1.8,74.59,68.59,-6.0,3.9,3.9,0.0,11.4,12.3,0.9,92.3,94.7,2.4
6071000817,San Bernardino County,California,6071000817,11.9,7.8,-4.1,76667.0,86780,10113.0,6.9,5.6,-1.3,45.1,44.1,-1.0,26.9,24.5,-2.4,10.0,6.4,-3.6,10.05,6.18,-3.87,2.8,3.5,0.7,14.7,15.3,0.6,90.1,93.2,3.1
6071000818,San Bernardino County,California,6071000818,10.2,8.1,-2.1,91655.0,121466,29811.0,2.4,4.0,1.6,41.0,46.4,5.4,26.3,14.9,-11.4,1.4,1.6,0.2,36.92,32.37,-4.55,2.8,3.3,0.5,16.3,15.2,-1.1,91.2,95.2,4.0
6071000820,San Bernardino County,California,6071000820,3.5,6.4,2.9,144175.0,151167,6992.0,1.8,4.0,2.2,42.4,44.3,1.9,12.8,12.5,-0.3,0.0,0.8,0.8,79.89,86.42,6.53,1.4,0.3,-1.1,9.4,10.7,1.3,98.5,99.3,0.8
6071000821,San Bernardino County,California,6071000821,16.8,17.8,1.0,70502.0,74886,4384.0,2.0,6.5,4.5,38.8,38.1,-0.7,45.1,40.9,-4.2,1.8,2.6,0.8,64.49,53.58,-10.91,6.6,6.4,-0.2,7.2,9.5,2.3,94.4,95.9,1.5
6071000823,San Bernardino County,California,6071000823,13.5,13.5,0.0,61855.0,77652,15797.0,6.7,2.6,-4.1,23.8,26.2,2.4,40.9,41.8,0.9,11.7,4.9,-6.8,5.27,7.96,2.69,12.9,12.3,-0.6,14.5,12.2,-2.3,84.6,91.8,7.2
6071000824,San Bernardino County,California,6071000824,20.3,23.1,2.8,53875.0,66078,12203.0,7.7,3.0,-4.7,18.8,12.6,-6.2,44.4,38.8,-5.6,7.4,6.3,-1.1,52.98,48.62,-4.36,4.6,7.7,3.1,14.2,10.0,-4.2,82.7,87.9,5.2
6071000825,San Bernardino County,California,6071000825,16.6,19.2,2.6,53480.0,62891,9411.0,7.5,5.9,-1.6,21.4,23.4,2.0,58.3,49.4,-8.9,4.4,3.9,-0.5,61.6,62.23,0.63,10.5,15.3,4.8,9.9,8.7,-1.2,83.6,92.7,9.1
6071000826,San Bernardino County,California,6071000826,9.7,7.6,-2.1,70625.0,88611,17986.0,3.4,2.5,-0.9,20.1,22.6,2.5,34.2,29.0,-5.2,5.3,7.0,1.7,44.45,45.09,0.64,6.9,6.4,-0.5,9.7,10.1,0.4,88.1,92.9,4.8
6071000901,San Bernardino County,California,6071000901,12.6,12.4,-0.2,62013.0,72313,10300.0,2.1,2.8,0.7,24.9,24.7,-0.2,39.7,36.7,-3.0,6.1,6.1,0.0,59.68,63.74,4.06,7.0,6.7,-0.3,13.5,11.3,-2.2,88.2,89.7,1.5
6071000903,San Bernardino County,California,6071000903,17.0,6.9,-10.1,57404.0,64366,6962.0,12.3,5.6,-6.7,21.7,18.1,-3.6,34.4,41.1,6.7,6.9,4.8,-2.1,98.46,100.0,1.54,14.1,12.0,-2.1,12.5,8.6,-3.9,87.2,94.3,7.1
6071000904,San Bernardino County,California,6071000904,20.2,11.1,-9.1,63594.0,80000,16406.0,3.7,6.1,2.4,20.9,20.1,-0.8,43.2,34.0,-9.2,4.9,6.2,1.3,96.3,100.0,3.7,8.6,9.1,0.5,9.5,10.5,1.0,88.4,88.2,-0.2
6071001001,San Bernardino County,California,6071001001,8.7,9.5,0.8,71477.0,75976,4499.0,13.5,9.5,-4.0,16.1,17.5,1.4,36.0,38.6,2.6,2.9,4.7,1.8,18.59,18.42,-0.17,6.2,5.8,-0.4,11.0,13.7,2.7,86.4,92.4,6.0
6071001002,San Bernardino County,California,6071001002,25.2,22.8,-2.4,51031.0,64353,13322.0,2.9,3.8,0.9,6.5,7.6,1.1,50.8,49.1,-1.7,6.4,7.7,1.3,57.55,57.36,-0.19,15.4,13.3,-2.1,9.0,9.9,0.9,86.5,90.4,3.9
6071001101,San Bernardino County,California,6071001101,11.3,7.1,-4.2,60000.0,71582,11582.0,4.8,4.4,-0.4,15.6,12.2,-3.4,43.4,39.4,-4.0,1.6,1.7,0.1,3.12,76.5,73.38,18.0,24.8,6.8,8.8,9.1,0.3,89.3,89.6,0.3
6071001103,San Bernardino County,California,6071001103,15.0,10.9,-4.1,69406.0,76012,6606.0,7.7,7.4,-0.3,22.2,27.3,5.1,33.7,38.9,5.2,5.5,1.9,-3.6,36.65,30.29,-6.36,5.3,5.0,-0.3,10.5,9.4,-1.1,88.7,94.3,5.6
6071001200,San Bernardino County,California,6071001200,10.7,10.0,-0.7,73582.0,80137,6555.0,4.8,3.8,-1.0,23.8,22.8,-1.0,31.4,34.4,3.0,2.0,4.5,2.5,92.28,97.26,4.98,8.4,6.0,-2.4,12.7,14.0,1.3,93.8,95.8,2.0
6071001305,San Bernardino County,California,6071001305,39.3,33.1,-6.2,40303.0,54012,13709.0,10.9,10.1,-0.8,9.1,7.1,-2.0,58.5,54.3,-4.2,10.6,8.6,-2.0,57.76,48.17,-9.59,10.4,10.6,0.2,9.3,12.4,3.1,78.6,83.4,4.8
6071001307,San Bernardino County,California,6071001307,5.7,6.7,1.0,75086.0,85417,10331.0,7.7,7.3,-0.4,16.3,17.3,1.0,38.3,34.5,-3.8,3.2,5.0,1.8,10.6,14.15,3.55,12.0,15.4,3.4,10.9,11.4,0.5,90.0,95.6,5.6
6071001308,San Bernardino County,California,6071001308,13.1,7.0,-6.1,65893.0,88661,22768.0,8.1,4.2,-3.9,10.1,9.1,-1.0,42.1,30.1,-12.0,2.2,5.2,3.0,3.56,0.0,-3.56,16.9,17.2,0.3,6.6,6.5,-0.1,80.8,92.6,11.8
6071001309,San Bernardino County,California,6071001309,4.9,6.7,1.8,66000.0,67550,1550.0,5.5,4.9,-0.6,5.4,5.1,-0.3,40.5,44.2,3.7,2.1,2.2,0.1,6.83,2.18,-4.65,12.2,9.7,-2.5,7.0,8.8,1.8,77.4,77.5,0.1
6071001310,San Bernardino County,California,6071001310,3.6,11.0,7.4,76934.0,85000,8066.0,6.1,8.4,2.3,13.7,12.8,-0.9,25.8,28.6,2.8,2.7,1.5,-1.2,50.05,47.88,-2.17,5.7,4.0,-1.7,11.4,14.9,3.5,89.9,92.9,3.0
6071001311,San Bernardino County,California,6071001311,5.4,7.4,2.0,84265.0,122727,38462.0,4.8,5.7,0.9,40.0,39.6,-0.4,31.4,19.5,-11.9,1.1,0.7,-0.4,79.36,72.66,-6.7,6.2,5.1,-1.1,11.0,8.9,-2.1,91.2,92.3,1.1
6071001312,San Bernardino County,California,6071001312,2.3,9.8,7.5,78026.0,85924,7898.0,4.8,1.4,-3.4,23.9,29.6,5.7,33.2,33.1,-0.1,2.8,2.4,-0.4,34.48,37.47,2.99,4.6,8.2,3.6,10.7,13.1,2.4,90.1,96.1,6.0
6071001501,San Bernardino County,California,6071001501,23.7,19.0,-4.7,57813.0,88875,31062.0,6.5,3.1,-3.4,10.4,11.8,1.4,39.6,27.3,-12.3,4.5,3.5,-1.0,1.16,1.11,-0.05,18.7,15.5,-3.2,8.3,10.4,2.1,78.2,88.7,10.5
6071001503,San Bernardino County,California,6071001503,27.6,27.0,-0.6,52932.0,54010,1078.0,7.4,5.4,-2.0,5.0,3.9,-1.1,53.5,58.8,5.3,3.3,4.2,0.9,50.14,52.69,2.55,25.4,22.0,-3.4,6.7,7.2,0.5,76.1,83.2,7.1
6071001707,San Bernardino County,California,6071001707,3.8,6.6,2.8,80323.0,95483,15160.0,7.8,8.7,0.9,20.8,26.9,6.1,37.3,32.6,-4.7,3.6,2.0,-1.6,34.69,33.23,-1.46,5.5,3.4,-2.1,13.6,13.4,-0.2,87.9,88.8,0.9
6071001803,San Bernardino County,California,6071001803,7.7,6.6,-1.1,60656.0,71667,11011.0,8.7,5.1,-3.6,13.0,14.4,1.4,39.7,33.5,-6.2,4.0,3.1,-0.9,90.88,93.64,2.76,5.3,2.8,-2.5,16.3,13.0,-3.3,85.8,89.8,4.0
6071001804,San Bernardino County,California,6071001804,6.5,11.6,5.1,107935.0,107484,-451.0,6.0,6.5,0.5,18.9,22.6,3.7,24.7,29.0,4.3,2.8,4.3,1.5,68.87,61.74,-7.13,6.9,10.2,3.3,11.9,11.3,-0.6,97.5,98.5,1.0
6071001808,San Bernardino County,California,6071001808,5.9,6.8,0.9,74269.0,92235,17966.0,3.6,5.6,2.0,17.6,15.1,-2.5,39.3,34.7,-4.6,0.5,2.3,1.8,67.24,63.33,-3.91,5.4,6.8,1.4,10.2,11.5,1.3,96.8,100.0,3.2
6071001809,San Bernardino County,California,6071001809,10.4,9.4,-1.0,68316.0,80278,11962.0,8.1,7.1,-1.0,19.7,17.2,-2.5,33.9,27.7,-6.2,1.7,1.7,0.0,19.92,25.43,5.51,9.2,7.3,-1.9,10.0,7.7,-2.3,81.1,90.7,9.6
6071001812,San Bernardino County,California,6071001812,13.2,13.2,0.0,51766.0,67773,16007.0,3.2,2.1,-1.1,10.5,9.1,-1.4,53.5,48.2,-5.3,10.6,9.4,-1.2,54.36,58.78,4.42,11.2,7.7,-3.5,13.3,9.8,-3.5,81.2,86.2,5.0
6071001813,San Bernardino County,California,6071001813,19.2,9.5,-9.7,69125.0,84125,15000.0,7.3,7.1,-0.2,6.6,7.9,1.3,37.3,34.5,-2.8,1.9,2.0,0.1,100.0,99.49,-0.51,13.3,13.8,0.5,5.9,7.4,1.5,85.2,90.9,5.7
6071001901,San Bernardino County,California,6071001901,1.2,3.9,2.7,111615.0,116176,4561.0,5.6,5.4,-0.2,41.3,35.9,-5.4,20.1,17.7,-2.4,2.6,4.1,1.5,49.08,50.48,1.4,2.6,2.5,-0.1,7.3,7.0,-0.3,95.7,94.8,-0.9
6071001906,San Bernardino County,California,6071001906,12.5,9.3,-3.2,87550.0,112143,24593.0,6.9,5.0,-1.9,29.9,32.6,2.7,34.8,24.0,-10.8,0.0,0.2,0.2,65.86,59.84,-6.02,10.4,6.5,-3.9,5.6,5.9,0.3,93.2,96.7,3.5
6071001907,San Bernardino County,California,6071001907,9.6,9.0,-0.6,93442.0,103222,9780.0,12.3,11.0,-1.3,25.8,32.0,6.2,40.7,39.0,-1.7,14.8,9.2,-5.6,85.15,22.28,-62.87,20.1,16.3,-3.8,6.5,4.9,-1.6,98.5,98.6,0.1
6071001908,San Bernardino County,California,6071001908,3.5,2.7,-0.8,112832.0,131504,18672.0,0.0,1.8,1.8,51.9,53.5,1.6,20.6,19.5,-1.1,3.8,4.5,0.7,87.01,100.0,12.99,9.0,3.4,-5.6,1.0,3.8,2.8,96.6,98.7,2.1
6071001909,San Bernardino County,California,6071001909,2.6,11.2,8.6,109423.0,102000,-7423.0,0.0,0.0,0.0,41.1,45.7,4.6,17.8,24.9,7.1,0.0,5.6,5.6,68.75,97.78,29.03,9.2,12.7,3.5,4.5,7.0,2.5,100.0,100.0,0.0
6071001910,San Bernardino County,California,6071001910,30.2,21.1,-9.1,71167.0,76163,4996.0,11.3,6.9,-4.4,8.9,25.2,16.3,46.0,42.3,-3.7,0.0,0.0,0.0,66.75,74.35,7.6,10.3,16.8,6.5,8.4,6.7,-1.7,83.4,86.1,2.7
6071001911,San Bernardino County,California,6071001911,5.9,5.0,-0.9,107542.0,116089,8547.0,2.7,3.1,0.4,31.5,32.4,0.9,16.8,20.5,3.7,1.3,1.0,-0.3,26.95,75.97,49.02,3.6,3.5,-0.1,3.3,2.5,-0.8,90.6,90.7,0.1
6071002011,San Bernardino County,California,6071002011,3.4,3.3,-0.1,140969.0,162353,21384.0,0.9,2.5,1.6,44.6,42.2,-2.4,16.8,13.8,-3.0,1.4,3.4,2.0,89.93,97.24,7.31,1.4,1.0,-0.4,16.4,15.7,-0.7,96.6,98.3,1.7
6071002013,San Bernardino County,California,6071002013,4.7,6.9,2.2,98919.0,91177,-7742.0,2.1,2.4,0.3,26.6,26.2,-0.4,19.7,25.2,5.5,3.4,11.2,7.8,52.78,44.86,-7.92,2.8,3.2,0.4,13.6,13.1,-0.5,89.9,89.3,-0.6
6071002014,San Bernardino County,California,6071002014,2.2,1.9,-0.3,119052.0,148725,29673.0,2.5,0.3,-2.2,36.9,42.1,5.2,11.4,9.3,-2.1,2.6,1.1,-1.5,75.27,72.15,-3.12,3.2,1.0,-2.2,10.4,11.1,0.7,90.0,89.9,-0.1
6071002015,San Bernardino County,California,6071002015,6.3,3.8,-2.5,81324.0,103542,22218.0,5.9,7.7,1.8,26.8,33.2,6.4,22.2,22.3,0.1,2.1,2.6,0.5,28.33,28.44,0.11,3.3,1.7,-1.6,6.5,8.1,1.6,96.9,98.1,1.2
6071002016,San Bernardino County,California,6071002016,11.1,8.5,-2.6,75938.0,96397,20459.0,9.5,8.7,-0.8,22.4,22.9,0.5,38.5,31.9,-6.6,8.9,7.8,-1.1,8.18,6.86,-1.32,5.4,7.5,2.1,11.6,8.9,-2.7,87.3,90.1,2.8
6071002017,San Bernardino County,California,6071002017,1.2,8.0,6.8,138382.0,140455,2073.0,4.8,7.0,2.2,36.9,36.7,-0.2,13.3,14.6,1.3,1.4,2.2,0.8,89.52,96.22,6.7,3.3,1.7,-1.6,10.6,10.8,0.2,90.8,92.0,1.2
6071002018,San Bernardino County,California,6071002018,7.9,7.1,-0.8,84487.0,104667,20180.0,7.4,7.4,0.0,41.1,42.6,1.5,34.2,18.7,-15.5,4.0,5.1,1.1,65.82,65.14,-0.68,5.4,3.4,-2.0,9.9,9.7,-0.2,92.8,93.4,0.6
6071002019,San Bernardino County,California,6071002019,9.9,17.1,7.2,84177.0,96360,12183.0,6.5,8.7,2.2,38.7,42.7,4.0,34.4,29.9,-4.5,2.4,3.9,1.5,22.17,21.57,-0.6,6.1,12.5,6.4,10.2,11.0,0.8,97.0,97.6,0.6
6071002021,San Bernardino County,California,6071002021,3.5,2.9,-0.6,136250.0,141263,5013.0,4.8,6.6,1.8,37.0,46.7,9.7,9.6,17.4,7.8,1.3,0.6,-0.7,44.04,35.08,-8.96,0.6,1.3,0.7,11.1,12.6,1.5,95.7,96.7,1.0
6071002025,San Bernardino County,California,6071002025,3.1,6.5,3.4,67642.0,76136,8494.0,11.0,9.9,-1.1,30.2,26.8,-3.4,30.9,31.7,0.8,5.5,4.2,-1.3,17.15,18.11,0.96,3.5,3.1,-0.4,12.5,15.8,3.3,90.7,94.1,3.4
6071002027,San Bernardino County,California,6071002027,10.5,6.2,-4.3,81691.0,78438,-3253.0,4.5,2.8,-1.7,40.8,37.2,-3.6,32.3,32.1,-0.2,4.0,4.0,0.0,60.08,58.73,-1.35,2.7,2.6,-0.1,12.2,13.8,1.6,92.3,92.1,-0.2
6071002028,San Bernardino County,California,6071002028,7.1,5.8,-1.3,78091.0,94523,16432.0,5.1,2.1,-3.0,22.9,21.3,-1.6,33.7,29.4,-4.3,1.8,2.0,0.2,22.02,15.23,-6.79,7.3,6.3,-1.0,11.6,11.8,0.2,93.8,94.9,1.1
6071002029,San Bernardino County,California,6071002029,3.4,3.6,0.2,112264.0,109528,-2736.0,1.7,4.0,2.3,35.7,34.2,-1.5,19.0,18.8,-0.2,4.1,3.3,-0.8,18.76,8.46,-10.3,1.8,2.6,0.8,8.0,9.2,1.2,94.0,95.9,1.9
6071002035,San Bernardino County,California,6071002035,8.5,6.9,-1.6,85889.0,103250,17361.0,10.3,7.9,-2.4,36.9,44.6,7.7,29.9,27.8,-2.1,1.3,0.6,-0.7,7.36,6.15,-1.21,8.6,5.2,-3.4,10.1,7.2,-2.9,92.7,91.7,-1.0
6071002038,San Bernardino County,California,6071002038,7.1,7.4,0.3,109219.0,135755,26536.0,2.0,4.7,2.7,35.0,37.1,2.1,24.9,19.8,-5.1,0.0,0.5,0.5,25.74,24.42,-1.32,5.3,6.2,0.9,4.5,7.2,2.7,95.7,98.7,3.0
6071002039,San Bernardino County,California,6071002039,5.8,1.2,-4.6,116385.0,151759,35374.0,2.7,2.7,0.0,46.8,47.0,0.2,21.0,11.7,-9.3,0.0,1.1,1.1,19.61,0.0,-19.61,3.5,4.6,1.1,8.9,8.8,-0.1,92.8,97.3,4.5
6071002041,San Bernardino County,California,6071002041,3.0,2.2,-0.8,153822.0,173668,19846.0,5.8,4.9,-0.9,39.1,43.6,4.5,10.8,9.9,-0.9,0.0,2.6,2.6,38.32,54.5,16.18,0.9,2.0,1.1,8.6,4.5,-4.1,96.7,97.4,0.7
6071002044,San Bernardino County,California,6071002044,8.7,5.8,-2.9,120239.0,126250,6011.0,4.4,8.2,3.8,55.4,48.0,-7.4,16.5,16.2,-0.3,1.6,0.6,-1.0,89.49,85.31,-4.18,2.3,3.6,1.3,5.4,4.0,-1.4,99.1,100.0,0.9
6071002045,San Bernardino County,California,6071002045,5.2,3.1,-2.1,90833.0,135804,44971.0,8.0,4.7,-3.3,47.9,37.7,-10.2,24.7,19.8,-4.9,0.0,0.0,0.0,21.95,100.0,78.05,5.2,4.2,-1.0,4.0,8.3,4.3,98.0,97.6,-0.4
6071002046,San Bernardino County,California,6071002046,0.5,3.5,3.0,101543.0,136786,35243.0,2.3,2.6,0.3,44.6,55.1,10.5,30.0,17.5,-12.5,2.4,1.5,-0.9,34.67,2.71,-31.96,1.3,0.0,-1.3,5.0,5.0,0.0,99.2,100.0,0.8
6071002047,San Bernardino County,California,6071002047,5.6,2.9,-2.7,104107.0,115111,11004.0,3.2,3.0,-0.2,56.7,54.7,-2.0,15.7,21.1,5.4,7.5,8.0,0.5,35.59,33.75,-1.84,21.5,21.3,-0.2,3.7,6.9,3.2,95.2,96.6,1.4
6071002048,San Bernardino County,California,6071002048,4.0,7.6,3.6,157899.0,126136,-31763.0,2.6,7.9,5.3,54.4,46.2,-8.2,13.8,26.5,12.7,0.0,0.0,0.0,51.57,96.84,45.27,6.3,0.9,-5.4,4.9,7.4,2.5,100.0,92.4,-7.6
6071002049,San Bernardino County,California,6071002049,4.8,4.5,-0.3,77623.0,88882,11259.0,5.1,0.5,-4.6,35.4,32.7,-2.7,33.7,25.3,-8.4,6.7,4.7,-2.0,36.51,17.73,-18.78,0.0,5.6,5.6,4.2,7.6,3.4,93.7,92.2,-1.5
6071002101,San Bernardino County,California,6071002101,22.1,16.3,-5.8,52350.0,57066,4716.0,12.2,9.7,-2.5,18.9,21.2,2.3,44.9,37.7,-7.2,10.0,9.2,-0.8,70.42,76.32,5.9,6.1,6.5,0.4,14.1,16.4,2.3,90.2,94.4,4.2
6071002103,San Bernardino County,California,6071002103,17.0,18.1,1.1,51991.0,72114,20123.0,10.0,6.7,-3.3,19.9,23.2,3.3,47.1,42.9,-4.2,7.3,8.3,1.0,5.37,1.81,-3.56,7.8,5.6,-2.2,9.0,7.0,-2.0,91.9,92.9,1.0
6071002105,San Bernardino County,California,6071002105,8.8,9.9,1.1,72813.0,82278,9465.0,5.4,5.9,0.5,26.7,23.3,-3.4,33.8,29.9,-3.9,0.0,1.1,1.1,68.71,70.33,1.62,8.9,7.6,-1.3,16.3,15.0,-1.3,87.7,90.1,2.4
6071002107,San Bernardino County,California,6071002107,14.8,8.5,-6.3,58837.0,68281,9444.0,8.4,5.0,-3.4,24.2,20.3,-3.9,44.1,39.3,-4.8,9.3,7.5,-1.8,44.13,40.32,-3.81,8.6,6.0,-2.6,9.5,7.5,-2.0,85.5,91.8,6.3
6071002109,San Bernardino County,California,6071002109,16.8,17.1,0.3,62337.0,71224,8887.0,3.3,7.2,3.9,32.7,33.8,1.1,56.0,48.7,-7.3,2.3,2.2,-0.1,85.44,84.69,-0.75,11.1,9.0,-2.1,8.2,6.1,-2.1,97.5,95.8,-1.7
6071002111,San Bernardino County,California,6071002111,6.6,17.6,11.0,57347.0,69018,11671.0,8.5,6.6,-1.9,30.2,30.8,0.6,52.7,47.8,-4.9,1.6,1.2,-0.4,31.45,19.44,-12.01,11.4,9.7,-1.7,5.1,7.0,1.9,97.4,97.1,-0.3
6071002112,San Bernardino County,California,6071002112,4.7,8.8,4.1,73526.0,84290,10764.0,5.3,4.9,-0.4,33.8,45.6,11.8,48.4,36.0,-12.4,0.0,1.8,1.8,98.0,58.81,-39.19,10.4,8.8,-1.6,4.7,4.3,-0.4,94.9,95.7,0.8
6071002206,San Bernardino County,California,6071002206,2.2,4.8,2.6,89253.0,97237,7984.0,4.5,6.9,2.4,19.1,22.6,3.5,32.4,32.1,-0.3,2.4,1.9,-0.5,84.84,86.68,1.84,3.4,4.0,0.6,7.3,9.6,2.3,93.7,95.3,1.6
6071002207,San Bernardino County,California,6071002207,13.6,16.8,3.2,63793.0,69000,5207.0,9.1,7.9,-1.2,8.4,11.5,3.1,47.6,45.3,-2.3,0.2,0.4,0.2,66.03,61.83,-4.2,6.5,4.1,-2.4,10.8,12.1,1.3,95.4,98.1,2.7
6071002306,San Bernardino County,California,6071002306,7.4,3.7,-3.7,97688.0,111955,14267.0,10.6,10.1,-0.5,15.4,17.3,1.9,26.9,21.7,-5.2,2.6,1.6,-1.0,93.62,96.66,3.04,6.4,5.7,-0.7,8.4,7.0,-1.4,91.7,96.9,5.2
6071002307,San Bernardino County,California,6071002307,17.0,18.0,1.0,69332.0,71250,1918.0,6.8,3.9,-2.9,14.4,14.0,-0.4,37.8,34.8,-3.0,0.7,0.0,-0.7,90.8,97.49,6.69,8.0,8.9,0.9,18.1,14.7,-3.4,89.9,94.8,4.9
6071002308,San Bernardino County,California,6071002308,12.8,5.4,-7.4,87717.0,100814,13097.0,8.8,5.7,-3.1,21.1,20.9,-0.2,34.4,29.1,-5.3,1.9,9.8,7.9,99.85,50.04,-49.81,6.2,8.4,2.2,8.7,8.7,0.0,83.0,85.6,2.6
6071002309,San Bernardino County,California,6071002309,10.4,13.1,2.7,73958.0,100250,26292.0,0.0,4.0,4.0,8.0,17.0,9.0,40.1,25.2,-14.9,3.7,5.7,2.0,64.0,100.0,36.0,18.5,6.5,-12.0,8.3,8.1,-0.2,87.3,84.4,-2.9
6071002310,San Bernardino County,California,6071002310,20.4,13.3,-7.1,86354.0,105026,18672.0,5.8,3.2,-2.6,20.8,27.2,6.4,39.5,37.3,-2.2,0.0,5.1,5.1,17.58,82.71,65.13,2.3,3.4,1.1,9.9,6.8,-3.1,90.1,99.5,9.4
6071002311,San Bernardino County,California,6071002311,14.8,14.4,-0.4,91610.0,103904,12294.0,1.6,2.1,0.5,30.3,26.9,-3.4,27.1,27.4,0.3,0.0,0.0,0.0,58.02,46.27,-11.75,6.5,4.3,-2.2,11.8,10.6,-1.2,99.5,98.3,-1.2
6071002313,San Bernardino County,California,6071002313,5.7,6.4,0.7,77625.0,101360,23735.0,4.9,6.5,1.6,17.6,21.6,4.0,37.2,21.5,-15.7,0.0,1.0,1.0,100.0,26.96,-73.04,5.9,10.1,4.2,10.6,7.8,-2.8,95.7,97.6,1.9
6071002315,San Bernardino County,California,6071002315,12.5,10.8,-1.7,128428.0,145142,16714.0,0.0,1.1,1.1,29.5,31.2,1.7,1.7,18.2,16.5,0.0,0.0,0.0,0.87,17.09,16.22,14.3,9.0,-5.3,7.7,8.5,0.8,99.6,97.5,-2.1
6071002403,San Bernardino County,California,6071002403,18.6,28.0,9.4,52063.0,82197,30134.0,11.6,7.3,-4.3,5.8,8.1,2.3,37.3,29.6,-7.7,3.8,6.8,3.0,93.94,2.57,-91.37,16.1,22.5,6.4,8.6,7.6,-1.0,83.3,88.8,5.5
6071002404,San Bernardino County,California,6071002404,14.2,8.9,-5.3,67696.0,105529,37833.0,6.4,4.5,-1.9,13.9,11.6,-2.3,31.6,25.6,-6.0,4.3,1.3,-3.0,38.35,58.75,20.4,9.5,7.6,-1.9,10.9,10.3,-0.6,84.6,95.1,10.5
6071002405,San Bernardino County,California,6071002405,11.5,10.0,-1.5,60707.0,72908,12201.0,3.3,5.3,2.0,8.5,8.8,0.3,41.5,36.9,-4.6,5.4,6.2,0.8,59.87,71.08,11.21,11.0,10.7,-0.3,6.4,6.6,0.2,83.3,90.1,6.8
6071002406,San Bernardino County,California,6071002406,22.9,15.6,-7.3,49241.0,61523,12282.0,11.8,11.0,-0.8,6.4,7.3,0.9,50.1,38.3,-11.8,2.8,2.0,-0.8,82.5,69.48,-13.02,15.1,10.5,-4.6,0.7,4.0,3.3,79.9,86.6,6.7
