state_abbreviation,state_county_fips,county_name,tract_fips,tract_id,social_vulnerability_index,poverty_rate,median_household_income,uninsured_rate,housing_cost_burden,no_vehicle_rate,low_access_households_no_vehicle,low_access_population_rate,disability_rate,unemployment_rate,no_internet_access_rate,limited_english_rate
CA,6067,Sacramento County,6067007439,6067007439,0.1981,3.8,93690.0,0.3,32.2,1.0,2.06,37.55,11.1,2.9,4.0,5.0
CA,6067,Sacramento County,6067007501,6067007501,0.6711,17.9,55771.0,6.9,49.8,12.2,5.33,13.8,11.3,7.6,10.7,5.4
CA,6067,Sacramento County,6067007503,6067007503,0.5757,18.3,64159.0,8.0,48.5,5.0,0.0,33.41,6.6,3.8,6.4,8.4
CA,6067,Sacramento County,6067007504,6067007504,0.5956,13.1,66061.0,3.8,33.7,6.3,13.42,90.09,14.4,4.5,4.4,3.2
CA,6067,Sacramento County,6067007602,6067007602,0.5588,13.1,80469.0,4.2,33.0,11.7,7.05,55.3,13.4,6.2,10.1,4.1
CA,6067,Sacramento County,6067007603,6067007603,0.4866,5.1,69005.0,2.6,41.8,14.3,1.91,48.28,19.8,0.0,12.8,3.8
CA,6067,Sacramento County,6067007604,6067007604,0.491,7.0,74947.0,9.6,30.5,6.5,7.1,91.19,16.2,4.0,1.8,7.8
CA,6067,Sacramento County,6067007701,6067007701,0.8316,25.3,55529.0,7.9,46.6,5.8,11.74,96.89,14.7,11.9,8.9,7.3
CA,6067,Sacramento County,6067007702,6067007702,0.4305,11.6,114182.0,2.8,29.1,11.7,9.29,76.77,15.4,7.4,12.1,0.2
CA,6067,Sacramento County,6067007801,6067007801,0.547,15.7,84797.0,5.6,34.1,7.6,14.34,54.07,11.7,1.2,5.2,4.3
CA,6067,Sacramento County,6067007802,6067007802,0.5367,7.2,78474.0,5.6,25.8,4.7,0.0,96.24,12.2,4.6,7.7,4.8
CA,6067,Sacramento County,6067007903,6067007903,0.2461,8.8,89929.0,5.5,24.4,2.6,6.46,29.09,15.8,2.3,7.0,1.1
CA,6067,Sacramento County,6067007904,6067007904,0.3392,5.4,104869.0,3.1,21.2,1.4,1.58,68.81,12.9,7.7,3.1,1.4
CA,6067,Sacramento County,6067007905,6067007905,0.2965,11.3,108625.0,1.6,23.8,2.4,0.76,88.82,16.3,3.0,2.3,6.3
CA,6067,Sacramento County,6067007906,6067007906,0.4679,5.3,76719.0,2.4,35.9,1.5,0.0,40.93,9.1,6.5,4.3,8.6
CA,6067,Sacramento County,6067008005,6067008005,0.1957,6.2,128938.0,6.1,17.1,2.0,0.0,52.13,12.1,4.0,5.2,0.7
CA,6067,Sacramento County,6067008006,6067008006,0.1544,6.3,125107.0,1.3,26.7,3.1,0.0,76.33,10.6,0.8,4.0,0.4
CA,6067,Sacramento County,6067008007,6067008007,0.397,17.5,91445.0,6.2,24.7,11.3,10.75,20.2,13.9,4.2,7.6,1.5
CA,6067,Sacramento County,6067008008,6067008008,0.2751,8.2,100815.0,5.0,22.3,5.8,4.95,71.56,12.1,4.3,5.1,0.6
CA,6067,Sacramento County,6067008009,6067008009,0.3208,6.0,101488.0,5.5,23.6,3.0,5.26,97.56,14.2,9.2,8.9,0.8
CA,6067,Sacramento County,6067008010,6067008010,0.1283,5.4,115694.0,2.5,17.9,0.0,0.67,81.37,9.7,5.2,3.4,0.0
CA,6067,Sacramento County,6067008111,6067008111,0.4846,10.5,82273.0,8.3,30.1,1.2,2.69,45.99,13.2,8.9,9.2,0.7
CA,6067,Sacramento County,6067008113,6067008113,0.5365,8.1,69550.0,8.5,32.0,1.7,3.99,87.85,14.3,5.4,8.2,3.1
CA,6067,Sacramento County,6067008117,6067008117,0.4229,6.9,87264.0,4.0,22.9,3.4,0.0,16.86,17.5,7.5,3.8,2.9
CA,6067,Sacramento County,6067008119,6067008119,0.5468,8.6,81061.0,9.0,38.1,3.3,3.07,38.64,9.1,7.0,7.9,9.4
CA,6067,Sacramento County,6067008120,6067008120,0.4145,6.8,74145.0,9.8,40.7,6.8,0.0,10.32,14.6,4.6,6.6,5.9
CA,6067,Sacramento County,6067008122,6067008122,0.3405,12.3,91621.0,3.7,24.6,3.3,0.0,53.82,10.1,3.9,5.2,1.4
CA,6067,Sacramento County,6067008124,6067008124,0.1765,5.0,93832.0,5.2,20.7,1.3,0.0,97.32,11.5,5.1,4.6,0.8
CA,6067,Sacramento County,6067008125,6067008125,0.3961,6.3,95278.0,1.7,21.8,3.3,2.87,94.51,17.0,6.9,4.4,0.6
CA,6067,Sacramento County,6067008127,6067008127,0.2454,8.4,80048.0,4.1,25.4,1.3,2.95,34.15,14.8,4.4,6.6,2.8
CA,6067,Sacramento County,6067008128,6067008128,0.4028,12.0,73785.0,7.8,27.8,1.5,6.32,99.74,19.1,3.8,12.2,2.1
CA,6067,Sacramento County,6067008129,6067008129,0.5926,8.1,74306.0,4.9,34.1,2.4,11.3,54.02,13.4,12.3,7.8,2.8
CA,6067,Sacramento County,6067008130,6067008130,0.4649,8.1,75250.0,3.0,29.2,2.5,2.19,54.9,22.6,9.7,11.0,5.8
CA,6067,Sacramento County,6067008131,6067008131,0.5537,15.5,61438.0,9.1,33.9,1.3,0.0,42.62,16.5,3.8,11.3,2.3
CA,6067,Sacramento County,6067008132,6067008132,0.5364,9.0,70950.0,4.3,32.6,5.2,3.61,88.07,16.7,7.0,3.6,3.0
CA,6067,Sacramento County,6067008133,6067008133,0.7638,15.3,52679.0,6.5,47.0,11.9,3.66,17.53,21.6,11.1,8.4,5.7
CA,6067,Sacramento County,6067008134,6067008134,0.6144,8.7,88657.0,8.2,24.9,6.4,3.45,30.23,14.9,10.1,4.0,5.6
CA,6067,Sacramento County,6067008135,6067008135,0.5414,15.1,59375.0,5.8,44.5,10.4,7.08,39.46,17.2,2.8,10.4,2.7
CA,6067,Sacramento County,6067008136,6067008136,0.5126,14.4,64875.0,18.3,45.9,5.6,0.0,3.63,11.7,6.0,6.2,10.7
CA,6067,Sacramento County,6067008137,6067008137,0.5613,7.8,76316.0,6.2,42.2,9.1,8.34,48.27,16.3,4.3,15.9,11.3
CA,6067,Sacramento County,6067008138,6067008138,0.7836,13.9,85185.0,7.0,30.4,8.0,2.38,24.47,14.3,3.4,12.5,1.4
CA,6067,Sacramento County,6067008139,6067008139,0.6039,19.4,59054.0,9.2,51.8,4.8,1.8,4.76,14.9,3.9,10.9,5.5
CA,6067,Sacramento County,6067008140,6067008140,0.5511,9.9,77292.0,3.0,30.8,10.9,3.07,35.5,19.5,7.7,14.4,3.1
CA,6067,Sacramento County,6067008141,6067008141,0.7975,12.3,59450.0,9.9,48.2,5.1,3.12,41.72,16.2,13.4,7.4,11.7
CA,6067,Sacramento County,6067008142,6067008142,0.4037,17.0,72194.0,6.2,32.3,3.3,6.81,86.19,13.2,3.7,7.5,1.6
CA,6067,Sacramento County,6067008143,6067008143,0.4055,8.9,70838.0,7.2,39.3,1.8,0.25,96.11,18.1,4.3,4.8,2.3
CA,6067,Sacramento County,6067008144,6067008144,0.1554,2.3,104940.0,2.7,25.7,3.8,2.18,79.67,11.2,7.5,8.2,0.3
CA,6067,Sacramento County,6067008145,6067008145,0.1952,11.8,94671.0,5.2,20.0,2.4,0.0,93.48,12.2,4.7,6.7,3.1
CA,6067,Sacramento County,6067008203,6067008203,0.5035,9.2,84605.0,3.2,25.6,9.8,6.86,73.17,15.2,5.4,13.7,1.7
CA,6067,Sacramento County,6067008204,6067008204,0.3522,10.8,107917.0,3.2,16.8,3.7,1.38,14.98,8.2,5.6,3.5,4.5
CA,6067,Sacramento County,6067008206,6067008206,0.4819,10.5,92647.0,4.0,21.5,6.9,1.52,51.39,13.6,3.8,8.6,2.2
CA,6067,Sacramento County,6067008207,6067008207,0.1865,3.1,99464.0,3.3,22.0,1.4,2.34,100.0,12.1,6.2,5.3,0.5
CA,6067,Sacramento County,6067008208,6067008208,0.4973,10.6,78255.0,8.2,34.2,2.1,7.82,74.77,11.1,5.7,9.2,1.2
CA,6067,Sacramento County,6067008209,6067008209,0.1412,6.5,104028.0,3.6,22.4,3.2,2.05,99.68,10.0,2.7,2.5,1.2
CA,6067,Sacramento County,6067008210,6067008210,0.1168,2.7,102667.0,0.3,29.9,2.5,2.75,100.0,8.8,0.7,13.5,1.6
CA,6067,Sacramento County,6067008211,6067008211,0.2679,11.9,97574.0,0.5,20.6,7.3,2.27,100.0,11.1,5.9,2.5,0.4
CA,6067,Sacramento County,6067008402,6067008402,0.3625,5.4,130179.0,6.0,19.8,4.4,4.53,53.74,10.5,8.1,2.6,3.8
CA,6067,Sacramento County,6067008403,6067008403,0.4279,9.3,102652.0,5.0,29.2,7.1,0.0,30.95,10.8,5.4,6.0,0.7
CA,6067,Sacramento County,6067008404,6067008404,0.47,20.2,76250.0,3.5,33.8,2.2,7.35,43.53,8.9,8.3,6.3,3.9
CA,6067,Sacramento County,6067008501,6067008501,0.0823,2.4,161284.0,5.1,10.3,4.8,4.34,71.51,8.2,5.4,4.8,1.3
CA,6067,Sacramento County,6067008504,6067008504,0.1405,7.2,130461.0,4.1,19.6,0.8,8.59,22.1,10.0,4.3,2.1,2.1
CA,6067,Sacramento County,6067008505,6067008505,0.0199,4.2,149554.0,0.6,14.7,0.0,0.0,92.13,8.0,1.8,3.9,1.8
CA,6067,Sacramento County,6067008506,6067008506,0.4134,8.8,79712.0,0.9,38.9,14.8,5.44,87.74,13.0,2.5,11.2,0.0
CA,6067,Sacramento County,6067008507,6067008507,0.1679,3.6,127841.0,1.5,20.6,1.4,2.84,54.11,11.9,6.0,1.8,0.5
CA,6067,Sacramento County,6067008508,6067008508,0.146,4.0,164145.0,1.8,11.7,4.0,1.07,79.98,5.2,5.3,2.4,0.9
CA,6067,Sacramento County,6067008509,6067008509,0.0037,1.8,194623.0,1.2,8.7,2.6,0.04,100.0,4.4,2.1,1.1,1.0
CA,6067,Sacramento County,6067008510,6067008510,0.0437,3.6,192952.0,1.3,6.6,1.5,0.0,82.32,9.5,4.3,2.3,1.1
CA,6067,Sacramento County,6067008512,6067008512,0.0122,0.0,190568.0,2.4,7.5,0.9,1.81,95.25,4.2,4.3,2.1,0.8
CA,6067,Sacramento County,6067008513,6067008513,0.1049,4.3,152130.0,7.0,15.3,0.6,0.0,100.0,5.5,9.8,2.9,1.4
CA,6067,Sacramento County,6067008601,6067008601,0.0584,4.0,143824.0,0.0,16.8,1.6,0.58,25.78,13.2,2.2,0.8,0.0
CA,6067,Sacramento County,6067008602,6067008602,0.3638,3.2,85528.0,3.0,16.1,9.0,4.65,37.82,9.8,7.6,11.8,3.7
CA,6067,Sacramento County,6067008702,6067008702,0.0025,1.4,178750.0,0.5,6.6,1.1,0.98,89.52,14.9,1.2,1.5,1.4
CA,6067,Sacramento County,6067008703,6067008703,0.3292,3.6,123208.0,2.8,13.6,6.5,1.52,68.21,10.8,4.7,1.3,2.2
CA,6067,Sacramento County,6067008704,6067008704,0.0955,4.7,146758.0,5.3,10.2,0.0,0.53,37.89,10.3,3.7,6.3,2.9
CA,6067,Sacramento County,6067008706,6067008706,0.0164,0.6,193500.0,1.5,0.7,0.0,0.0,97.73,2.8,3.4,1.6,2.4
CA,6067,Sacramento County,6067008707,6067008707,0.1352,4.3,149665.0,0.6,11.8,1.8,0.0,98.24,13.3,5.1,4.1,5.5
CA,6067,Sacramento County,6067008708,6067008708,0.0689,2.1,142288.0,0.3,7.4,5.1,0.0,100.0,8.7,7.7,8.3,4.8
CA,6067,Sacramento County,6067008802,6067008802,0.072,2.7,152571.0,1.5,4.2,0.7,2.61,33.98,2.5,1.5,0.5,4.7
CA,6067,Sacramento County,6067008803,6067008803,0.6134,22.1,87143.0,0.2,20.2,23.1,1.0,28.95,9.0,10.5,20.6,2.2
CA,6067,Sacramento County,6067008905,6067008905,0.56,10.1,84924.0,3.4,19.4,8.9,0.0,12.95,14.6,6.7,4.5,6.1
CA,6067,Sacramento County,6067008907,6067008907,0.6992,14.3,65921.0,6.3,34.4,15.4,4.07,25.31,23.3,7.1,11.5,8.6
CA,6067,Sacramento County,6067008908,6067008908,0.6999,13.2,65625.0,3.7,39.2,9.4,6.41,27.61,22.1,5.6,7.5,3.2
CA,6067,Sacramento County,6067008909,6067008909,0.6397,24.6,91250.0,2.6,32.5,1.4,0.08,100.0,19.2,7.4,5.9,9.9
CA,6067,Sacramento County,6067008910,6067008910,0.3656,8.4,77258.0,2.0,24.8,3.4,1.01,45.33,16.9,6.3,10.9,1.9
CA,6067,Sacramento County,6067008911,6067008911,0.8313,35.0,50833.0,1.5,44.5,5.8,13.21,95.84,12.3,8.2,4.1,17.0
CA,6067,Sacramento County,6067008912,6067008912,0.1625,5.9,101741.0,8.5,17.4,0.9,4.84,29.7,13.6,3.7,4.9,3.5
CA,6067,Sacramento County,6067008913,6067008913,0.5639,5.7,72585.0,5.1,35.7,7.4,0.0,48.12,12.1,8.1,9.3,15.0
CA,6067,Sacramento County,6067009004,6067009004,0.6636,15.1,86970.0,10.5,22.1,4.2,3.55,76.29,16.0,5.1,7.9,15.2
CA,6067,Sacramento County,6067009005,6067009005,0.828,20.3,72237.0,7.4,34.4,10.2,8.37,52.34,11.4,8.4,9.2,9.7
CA,6067,Sacramento County,6067009006,6067009006,0.8315,11.0,59413.0,8.7,48.8,9.2,11.86,100.0,14.3,7.9,12.1,7.6
CA,6067,Sacramento County,6067009007,6067009007,0.731,8.2,49150.0,9.8,59.3,14.7,11.32,99.6,20.5,3.1,2.2,5.5
CA,6067,Sacramento County,6067009008,6067009008,0.8426,22.1,71455.0,9.6,30.0,6.2,1.4,9.97,15.5,8.8,11.9,14.2
CA,6067,Sacramento County,6067009010,6067009010,0.4508,10.4,92247.0,2.1,29.3,5.1,9.81,94.25,16.5,5.2,5.3,4.7
CA,6067,Sacramento County,6067009011,6067009011,0.1504,3.9,123950.0,1.4,16.7,0.9,6.8,98.5,11.2,1.4,0.0,8.2
CA,6067,Sacramento County,6067009103,6067009103,0.385,2.9,110094.0,6.2,14.3,5.9,0.0,26.9,14.4,5.1,8.0,6.1
CA,6067,Sacramento County,6067009105,6067009105,0.4626,19.2,81827.0,6.6,32.1,1.3,9.64,99.72,8.6,1.9,6.4,4.8
CA,6067,Sacramento County,6067009106,6067009106,0.1421,9.1,91250.0,0.9,27.4,6.4,7.56,100.0,10.6,4.4,2.9,2.6
CA,6067,Sacramento County,6067009107,6067009107,0.267,8.1,83684.0,5.5,24.2,0.0,3.31,98.24,12.0,2.4,2.7,5.1
CA,6067,Sacramento County,6067009108,6067009108,0.1629,6.7,99016.0,2.0,20.5,6.5,0.04,46.37,14.6,2.0,6.6,2.5
CA,6067,Sacramento County,6067009109,6067009109,0.3327,8.2,106979.0,3.3,16.2,3.0,0.35,93.25,15.3,9.7,3.8,2.7
CA,6067,Sacramento County,6067009110,6067009110,0.8291,28.6,45160.0,5.6,58.8,8.7,20.31,93.92,14.1,8.7,6.4,7.3
CA,6067,Sacramento County,6067009111,6067009111,0.5563,17.8,73542.0,9.6,36.8,1.9,0.0,21.07,22.1,8.0,13.1,4.3
CA,6067,Sacramento County,6067009112,6067009112,0.603,14.6,84602.0,5.6,23.6,4.6,0.0,25.93,11.1,7.4,5.2,3.9
CA,6067,Sacramento County,6067009201,6067009201,0.6431,12.9,90024.0,1.4,26.6,5.5,0.0,94.51,10.0,5.6,6.9,10.5
CA,6067,Sacramento County,6067009307,6067009307,0.3973,7.9,115750.0,3.7,21.6,6.3,0.0,59.26,12.2,5.5,4.1,3.1
CA,6067,Sacramento County,6067009308,6067009308,0.4808,8.1,92027.0,7.4,22.3,3.0,2.36,16.5,11.9,4.8,4.1,4.4
CA,6067,Sacramento County,6067009309,6067009309,0.6132,12.1,99904.0,3.6,31.1,5.4,4.17,17.63,15.6,8.8,5.1,7.9
CA,6067,Sacramento County,6067009310,6067009310,0.4975,10.4,77446.0,5.6,32.7,4.7,1.64,98.73,9.2,8.9,8.3,1.4
CA,6067,Sacramento County,6067009311,6067009311,0.6116,14.3,88106.0,6.0,26.8,2.2,0.0,95.96,11.2,10.0,2.6,10.1
CA,6067,Sacramento County,6067009312,6067009312,0.6824,22.3,95044.0,7.8,34.1,2.3,3.93,67.72,12.5,4.7,7.9,10.3
CA,6067,Sacramento County,6067009314,6067009314,0.6691,19.8,83203.0,1.6,29.3,3.9,0.0,49.58,13.6,10.2,6.2,10.5
CA,6067,Sacramento County,6067009316,6067009316,0.5402,12.5,90102.0,3.5,32.6,2.8,9.35,78.07,12.0,9.2,4.4,15.9
CA,6067,Sacramento County,6067009317,6067009317,0.3752,7.9,104267.0,3.9,23.2,9.5,9.11,57.83,8.8,2.1,13.1,5.0
CA,6067,Sacramento County,6067009318,6067009318,0.7977,14.2,63295.0,6.4,34.9,6.6,1.18,0.0,12.7,2.1,4.3,24.3
CA,6067,Sacramento County,6067009319,6067009319,0.519,8.0,83500.0,4.4,33.3,4.4,0.69,83.84,11.6,2.8,6.4,11.2
CA,6067,Sacramento County,6067009320,6067009320,0.7277,17.3,74141.0,7.0,29.9,5.1,5.13,45.15,12.9,11.4,12.5,14.4
CA,6067,Sacramento County,6067009321,6067009321,0.6561,16.0,89737.0,7.6,30.6,1.5,4.56,97.41,15.1,4.9,6.6,11.8
CA,6067,Sacramento County,6067009323,6067009323,0.2364,8.3,124506.0,1.5,17.6,3.3,9.01,79.91,10.4,5.2,10.6,3.7
CA,6067,Sacramento County,6067009326,6067009326,0.1914,2.6,167464.0,0.6,9.1,4.6,1.27,100.0,14.2,0.0,2.6,8.8
CA,6067,Sacramento County,6067009328,6067009328,0.2095,6.0,158088.0,3.7,12.3,1.2,0.0,47.23,9.6,7.7,2.5,2.8
CA,6067,Sacramento County,6067009329,6067009329,0.6806,19.8,82656.0,2.5,37.2,8.5,0.18,96.78,11.4,6.6,7.4,8.8
CA,6067,Sacramento County,6067009330,6067009330,0.2379,2.9,159236.0,1.4,10.6,1.6,2.57,100.0,8.7,1.4,2.6,9.3
CA,6067,Sacramento County,6067009331,6067009331,0.2058,3.4,163357.0,1.0,14.8,1.6,1.13,47.71,6.4,8.2,4.4,8.7
CA,6067,Sacramento County,6067009332,6067009332,0.2569,0.8,162647.0,1.0,12.9,8.5,3.51,99.95,10.3,0.6,5.9,11.4
CA,6067,Sacramento County,6067009333,6067009333,0.4119,13.4,92071.0,0.6,16.3,8.3,6.74,86.38,6.3,8.3,3.1,11.2
CA,6067,Sacramento County,6067009334,6067009334,0.3346,6.2,130469.0,4.0,25.8,3.7,9.57,17.75,10.2,5.9,0.4,6.0
CA,6067,Sacramento County,6067009335,6067009335,0.6449,8.4,99730.0,5.6,36.5,1.3,5.07,78.17,9.7,6.6,4.1,9.9
CA,6067,Sacramento County,6067009336,6067009336,0.17,2.1,159750.0,1.7,10.7,0.2,2.91,30.27,12.1,2.2,8.3,1.5
CA,6067,Sacramento County,6067009403,6067009403,0.2435,10.7,120208.0,4.8,14.6,1.0,4.93,96.03,16.4,3.6,9.2,1.5
CA,6067,Sacramento County,6067009404,6067009404,0.171,5.5,158654.0,3.7,15.1,2.2,3.71,100.0,10.8,1.7,9.8,1.7
CA,6067,Sacramento County,6067009406,6067009406,0.4476,8.0,118558.0,9.7,21.1,3.1,0.0,98.04,11.3,17.1,10.1,1.2
CA,6067,Sacramento County,6067009408,6067009408,0.5646,7.8,104107.0,1.5,23.9,20.1,0.0,95.73,20.8,1.1,28.9,2.1
CA,6067,Sacramento County,6067009409,6067009409,0.2374,11.0,114083.0,0.2,23.0,7.0,0.0,97.71,12.3,2.1,1.9,0.7
CA,6067,Sacramento County,6067009410,6067009410,0.1548,2.0,102971.0,4.1,17.6,7.2,2.9,68.4,10.3,2.9,2.8,3.9
CA,6067,Sacramento County,6067009501,6067009501,0.7821,12.5,73281.0,2.1,23.3,7.6,1.03,93.64,14.9,13.6,16.0,13.8
CA,6067,Sacramento County,6067009502,6067009502,0.4371,3.5,108281.0,6.6,21.5,0.0,2.79,90.95,8.1,6.6,4.0,6.3
CA,6067,Sacramento County,6067009503,6067009503,0.9167,17.2,47627.0,8.3,38.5,9.2,2.02,55.92,27.2,9.0,25.2,10.5
CA,6067,Sacramento County,6067009504,6067009504,0.7517,8.9,65833.0,7.4,25.8,6.7,6.49,23.95,11.5,15.7,13.6,7.8
CA,6067,Sacramento County,6067009601,6067009601,0.8204,13.6,68382.0,5.8,44.6,2.1,1.1,73.63,10.9,5.9,6.0,12.7
CA,6067,Sacramento County,6067009608,6067009608,0.7829,19.3,66917.0,6.8,42.8,8.0,2.08,56.16,9.9,4.2,1.6,11.6
CA,6067,Sacramento County,6067009609,6067009609,0.6961,14.9,73413.0,3.5,41.9,1.3,0.0,96.84,13.1,7.7,1.6,8.4
CA,6067,Sacramento County,6067009610,6067009610,0.7088,16.3,83542.0,8.5,34.2,5.3,2.28,98.52,11.1,8.5,1.6,11.6
CA,6067,Sacramento County,6067009611,6067009611,0.5444,16.4,88269.0,4.7,37.5,6.4,0.0,27.6,11.6,12.7,6.2,4.6
CA,6067,Sacramento County,6067009612,6067009612,0.52,13.0,96818.0,1.9,27.7,4.5,3.8,13.15,12.0,5.9,5.3,4.2
CA,6067,Sacramento County,6067009614,6067009614,0.2602,6.4,103225.0,1.8,21.8,0.0,2.36,100.0,9.1,4.7,2.7,8.5
CA,6067,Sacramento County,6067009616,6067009616,0.6183,10.0,91230.0,2.8,30.7,7.2,0.15,47.56,14.8,11.1,8.1,4.4
CA,6067,Sacramento County,6067009617,6067009617,0.1582,11.1,134063.0,0.3,24.5,4.1,0.0,29.23,13.3,2.9,1.9,2.0
CA,6067,Sacramento County,6067009618,6067009618,0.5759,8.6,98017.0,4.0,22.8,2.0,0.0,41.65,13.6,8.7,6.6,8.3
CA,6067,Sacramento County,6067009622,6067009622,0.1975,1.3,126114.0,1.0,16.7,1.9,0.0,73.88,13.5,4.3,3.7,2.3
CA,6067,Sacramento County,6067009632,6067009632,0.4124,9.8,134125.0,1.5,19.9,0.8,0.0,55.75,9.7,7.5,3.9,4.9
CA,6067,Sacramento County,6067009633,6067009633,0.6765,10.7,74969.0,5.6,30.8,5.8,4.36,94.46,12.7,12.9,3.2,9.8
CA,6067,Sacramento County,6067009634,6067009634,0.9414,15.6,62554.0,10.7,53.2,9.3,0.0,22.7,13.3,7.4,4.6,9.8
CA,6067,Sacramento County,6067009635,6067009635,0.3002,12.7,134070.0,3.5,19.3,1.2,0.0,100.0,6.0,3.6,2.5,6.3
CA,6067,Sacramento County,6067009637,6067009637,0.3368,8.4,145417.0,2.1,13.8,2.8,3.77,76.41,8.4,7.5,2.5,6.9
CA,6067,Sacramento County,6067009639,6067009639,0.7231,11.8,72232.0,2.1,36.3,20.1,0.0,22.33,15.7,11.1,8.3,9.4
CA,6067,Sacramento County,6067009640,6067009640,0.9127,31.9,90230.0,2.0,62.3,27.6,0.65,98.45,19.3,14.6,30.9,10.4
CA,6067,Sacramento County,6067009641,6067009641,0.8221,24.5,56346.0,9.0,51.9,17.4,13.55,44.61,10.3,4.5,20.0,8.8
CA,6067,Sacramento County,6067009642,6067009642,0.3071,0.5,91559.0,0.0,23.3,0.0,0.0,59.24,12.2,8.6,12.5,6.7
CA,6067,Sacramento County,6067009643,6067009643,0.3204,9.4,111974.0,3.0,23.8,0.0,3.79,8.17,9.6,15.7,1.2,3.7
CA,6067,Sacramento County,6067009644,6067009644,0.1285,4.6,134268.0,1.0,18.7,0.0,0.0,15.84,14.7,4.8,2.3,1.5
CA,6067,Sacramento County,6067009645,6067009645,0.1053,9.1,119519.0,0.3,13.6,3.4,2.68,61.12,5.3,2.2,8.2,5.1
CA,6067,Sacramento County,6067009646,6067009646,0.1698,3.0,127804.0,2.8,27.9,0.0,4.25,80.84,7.6,1.6,4.0,6.2
CA,6067,Sacramento County,6067009647,6067009647,0.4638,17.5,89732.0,3.1,32.6,5.9,0.57,59.73,6.8,4.0,7.3,7.3
CA,6067,Sacramento County,6067009648,6067009648,0.1383,23.9,101639.0,1.0,9.6,0.0,6.4,100.0,10.8,2.9,0.0,4.0
CA,6067,Sacramento County,6067009649,6067009649,0.1838,8.3,143854.0,1.4,16.0,0.6,0.0,62.78,3.6,4.4,2.9,4.7
CA,6067,Sacramento County,6067009650,6067009650,0.0358,2.0,173782.0,1.1,9.9,4.1,2.39,18.11,6.0,2.0,0.0,5.4
CA,6067,Sacramento County,6067009651,6067009651,0.3014,8.6,102438.0,2.9,20.6,2.9,0.0,98.58,11.7,2.1,4.0,8.4
CA,6067,Sacramento County,6067009652,6067009652,0.1889,2.3,99418.0,1.5,23.3,3.0,8.08,96.16,5.7,5.3,1.5,5.2
CA,6067,Sacramento County,6067009653,6067009653,0.2378,0.5,125192.0,0.0,8.5,0.0,0.0,99.52,8.7,5.0,0.0,1.8
CA,6067,Sacramento County,6067009800,6067009800,0.5147,29.1,50058.0,5.4,30.0,1.3,0.81,100.0,21.4,12.5,22.2,1.4
CA,6067,Sacramento County,6067009900,6067009900,0.605,13.6,67789.0,5.9,26.5,2.7,5.47,94.83,8.1,5.7,15.4,6.7
CA,6067,Sacramento County,6067988300,6067988300,0.0436,0.0,157857.0,0.0,0.0,0.0,1.04,100.0,0.0,0.0,0.0,2.5
CA,6069,San Benito County,6069000100,6069000100,0.7085,4.2,94044.0,7.7,24.0,5.5,0.0,98.93,8.3,9.7,9.2,13.2
CA,6069,San Benito County,6069000200,6069000200,0.3256,4.5,104986.0,5.8,16.7,0.4,0.0,72.15,14.1,3.4,12.0,6.3
CA,6069,San Benito County,6069000300,6069000300,0.6857,7.6,113056.0,7.7,21.1,6.8,1.03,22.49,10.7,10.4,9.1,13.5
CA,6069,San Benito County,6069000400,6069000400,0.7496,10.7,77500.0,9.7,33.9,4.9,3.87,33.29,8.5,11.9,8.6,12.4
CA,6069,San Benito County,6069000501,6069000501,0.1801,7.4,120676.0,4.9,24.4,0.8,0.55,67.72,9.5,5.8,4.9,5.5
CA,6069,San Benito County,6069000502,6069000502,0.3601,7.2,116250.0,2.8,15.2,2.7,0.0,53.95,8.9,1.7,5.2,14.9
CA,6069,San Benito County,6069000601,6069000601,0.3827,12.0,116638.0,2.7,30.6,0.7,0.2,54.12,12.6,6.1,1.0,9.3
CA,6069,San Benito County,6069000602,6069000602,0.4274,8.1,84525.0,8.5,20.6,9.0,2.11,39.7,15.5,0.0,0.6,1.3
CA,6069,San Benito County,6069000701,6069000701,0.5561,10.3,105179.0,12.6,21.3,0.6,0.0,29.14,5.2,6.3,5.1,9.8
CA,6069,San Benito County,6069000702,6069000702,0.5815,9.3,104707.0,5.2,21.7,5.0,7.62,26.82,12.2,5.7,10.1,8.7
CA,6069,San Benito County,6069000801,6069000801,0.2063,3.9,125647.0,3.8,22.5,0.7,3.87,99.11,12.2,7.5,4.6,0.2
CA,6069,San Benito County,6069000802,6069000802,0.2852,2.8,126568.0,3.2,15.5,1.0,6.61,100.0,12.6,5.9,5.2,4.1
CA,6071,San Bernardino County,6071000103,6071000103,0.205,3.4,104412.0,3.7,26.1,0.7,1.23,54.65,4.7,5.4,3.8,6.5
CA,6071,San Bernardino County,6071000104,6071000104,0.3447,12.2,120000.0,4.0,26.6,1.6,0.0,35.09,6.6,9.7,1.5,8.3
CA,6071,San Bernardino County,6071000105,6071000105,0.2396,9.1,117269.0,4.0,17.6,0.4,4.42,60.54,4.0,3.4,1.6,11.4
CA,6071,San Bernardino County,6071000107,6071000107,0.2604,5.3,119048.0,4.8,22.2,7.9,7.81,70.96,10.9,4.2,8.4,2.4
CA,6071,San Bernardino County,6071000108,6071000108,0.3403,8.5,91250.0,4.7,34.3,0.0,4.49,95.9,4.4,3.8,2.6,6.5
CA,6071,San Bernardino County,6071000109,6071000109,0.1529,9.9,118114.0,12.9,16.1,0.0,5.37,82.15,6.7,7.3,2.8,1.9
